date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2014-05-03 18:09:15,AmitShah,,64,509,259,"BJP Supporters:there is no alternative to ground work either in booth,ward, mandal,Jilha or pradesh level.Deliver results as expected of You",,,,462655139552047104,https://twitter.com/AmitShah/status/462655139552047104
2014-05-03 18:00:44,AmitShah,,31,214,98,"बूथ कैप्चरिंग में शामिल UP सरकार http://khabar.ibnlive.in.com/news/120021/12",,,,462652996220755969,https://twitter.com/AmitShah/status/462652996220755969
2014-05-03 17:55:52,AmitShah,,35,226,111,"Samajwadi Party might misuse govt machinery to influence poll processhttp://indianexpress.com/article/india/politics/samajwadi-party-might-misuse-govt-machinery-to-influence-poll-process-amit-shah/ …",,,,462651772142485504,https://twitter.com/AmitShah/status/462651772142485504
2014-05-03 17:54:35,AmitShah,,17,100,68,"SP-BSP parties have narrow, caste-based agendas & supporters of UPA in centre http://www.dnaindia.com/india/report-winds-of-change-blowing-across-country-amit-shah-1984749 …",,,,462651447809560576,https://twitter.com/AmitShah/status/462651447809560576
2014-05-03 17:52:43,AmitShah,,32,128,112,"My focus is to create conditions for NDA to win a majority http://www.thehindubusinessline.com/news/politics/my-focus-is-to-create-conditions-for-nda-to-win-a-majority-amit-shah/article5966817.ece …",,,,462650978907348993,https://twitter.com/AmitShah/status/462650978907348993
2014-05-03 17:33:42,INCIndia,,18,66,33,"Link Between NDFB-Songbijit and the BJP. NDFB-S killed atleast 32 people in #Assam http://goo.gl/1b3cBg pic.twitter.com/M4iXIKdIBI",,,#Assam,462646191029616640,https://twitter.com/INCIndia/status/462646191029616640
2014-05-03 16:04:11,narendramodi,,446,895,817,"Congress is in ICU. They may get as many of their well-wishers out from jail but it wont add to their fortuneshttp://nm4.in/Rf1Blc",,,,462623665792626688,https://twitter.com/narendramodi/status/462623665792626688
2014-05-03 16:03:28,narendramodi,,172,994,789,"I will never forget Patna Rally. Since then I have received lot of affection from Bihar. Will return the affection with record development.",,,,462623485357879297,https://twitter.com/narendramodi/status/462623485357879297
2014-05-03 16:03:07,narendramodi,,213,1052,815,"Ganga's condition is worrisome. Contaminated water is a threat to children. We want to change it. Its not about politics but about humanity.",,,,462623395939487744,https://twitter.com/narendramodi/status/462623395939487744
2014-05-03 16:02:24,narendramodi,,97,521,487,"I shared my ideas for comprehensive development of Poorvanchal, which has been neglected by SP & BSP in Lucknow & by UPA in Delhi.",,,,462623216133873666,https://twitter.com/narendramodi/status/462623216133873666
2014-05-03 16:01:37,narendramodi,,78,444,449,"Be it UP, Bihar, Uttarakhand or AP, I could see great enthusiasm among people during today's 3D rallies! Thanks to everyone who joined.",,,,462623018355662848,https://twitter.com/narendramodi/status/462623018355662848
2014-05-03 15:57:29,BJP4India,,34,96,63,"BJP would like to know from Dr. Manmohan Singh as to what he has done being an MP from Assam for last 24 yearshttps://www.youtube.com/watch?v=t6jBRB00OgU …",,,,462621979866968065,https://twitter.com/BJP4India/status/462621979866968065
2014-05-03 15:56:31,OmarAbdullah,,126,41,61,"2 more days of campaigning. The end of this election can't come soon enough. Can't believe we will be doing this all over again in 6 months.",,,,462621734621822976,https://twitter.com/OmarAbdullah/status/462621734621822976
2014-05-03 15:02:06,INCIndia,,27,26,25,"We won't support any front, we will get full numbers: Rahul Gandhi in Amethipic.twitter.com/9iOL0LAKwi",,,,462608039107756032,https://twitter.com/INCIndia/status/462608039107756032
2014-05-03 14:54:11,INCIndia,,20,21,9,"Anyone is free to come and campaign here, as far as I know we have done a lot of work here: Rahul Gandhi in Amethi",,,,462606048893739010,https://twitter.com/INCIndia/status/462606048893739010
2014-05-03 14:35:56,BJP4India,,11,116,55,"Shri @narendramodi is addressing people using 3D Technology. Watch at http://yuva4india.tv || Audio: 022-45014501.pic.twitter.com/BrIYVeHuxP",,@narendramodi,,462601456344776705,https://twitter.com/BJP4India/status/462601456344776705
2014-05-03 13:30:52,narendramodi,,95,283,318,"Looking forward to addressing Bharat Vijay 3D rallies across the country http://indiancag.org/namo-campaign-trail/3D/ …",,,,462585080645316608,https://twitter.com/narendramodi/status/462585080645316608
2014-05-03 13:29:41,narendramodi,,56,419,352,"NDA will usher in a fresh approach in developing hill states so that people's problems can be understood & addressed more effectively.",,,,462584784133160961,https://twitter.com/narendramodi/status/462584784133160961
2014-05-03 13:28:58,narendramodi,,35,263,306,"Talked about steps NDA will take to improve lives of farmers in the Terai region at the rally in Rudrapurhttp://nm4.in/1hmuMcH",,,,462584602008100865,https://twitter.com/narendramodi/status/462584602008100865
2014-05-03 13:27:06,narendramodi,,41,424,363,"Uttarakhand CM forgets that as Union Water Resources Minister he was equally responsible for people's suffering due to floods last year.",,,,462584135635058688,https://twitter.com/narendramodi/status/462584135635058688
2014-05-03 13:26:13,narendramodi,,36,287,334,"CM of Uttarakhand is more concerned about dynastic politics than people's problems. Urged people in Roorkee to reject this dynastic politics",,,,462583910870708224,https://twitter.com/narendramodi/status/462583910870708224
2014-05-03 13:25:34,narendramodi,,41,348,501,"Urged people of Uttarakhand to send 5 Lotuses to Delhi & reject Congress' misgovernance http://www.india272.com/2014/05/03/forgive-government-narendra-modi-roorkee/ …pic.twitter.com/Mu4NDoFiIx",,,,462583748500807681,https://twitter.com/narendramodi/status/462583748500807681
2014-05-03 13:23:37,narendramodi,,109,531,779,"From the rally in Almorapic.twitter.com/yO81ooLmik",,,,462583258396364800,https://twitter.com/narendramodi/status/462583258396364800
2014-05-03 12:51:43,arunjaitley,,15,14,25,"चुनाव अभियान डायरी - 3 मई 2014: http://on.fb.me/1fG21wi",,,,462575230553030656,https://twitter.com/arunjaitley/status/462575230553030656
2014-05-03 12:30:15,mkstalin,,20,17,31,"Shocked hearing the Central station bomb blast. Its new 2 our peaceful state, be cautious, inform authorities if u find anything suspicious.",,,,462569827807150080,https://twitter.com/mkstalin/status/462569827807150080
2014-05-03 11:53:23,BJP4India,,34,224,120,"न मुझे किसी ने भेजा है, न मैं यहाँ आया हुँ... मुझे तो गँगा ने बुलाया है https://www.youtube.com/watch?v=fo4Slclc0iM&list=PL8Z1OKiWzyBHHdbE75nn_Tg-Q-zl_dBZi …pic.twitter.com/L9hQyZEKbI",,,,462560549792792576,https://twitter.com/BJP4India/status/462560549792792576
2014-05-03 11:31:00,INCIndia,AkhileshPSingh,12,27,28,""" @AkhileshPSingh Rahul Gandhi with chaiwalla in Amethi pic.twitter.com/i0V2BbFAPg""",,@AkhileshPSingh,,462554917563932675,https://twitter.com/INCIndia/status/462554917563932675
2014-05-03 11:28:33,INCIndia,AkhileshPSingh,19,21,20,"RT"" @AkhileshPSingh Rahul Gandhi taking tea and samosa in Amethi at tea stall pic.twitter.com/a3HrEHNxPw""",,@AkhileshPSingh,,462554298660831232,https://twitter.com/INCIndia/status/462554298660831232
2014-05-03 11:19:44,INCIndia,,48,281,54,"Rahul Gandhi is having tea at a local tea stall in Amethipic.twitter.com/TEIqD9ov15",,,,462552081442693120,https://twitter.com/INCIndia/status/462552081442693120
2014-05-03 10:33:45,INCIndia,,8,36,25,"Rahul Gandhi is addressing a series of public meetings in Amethi today.pic.twitter.com/kv1FJwqHZw",,,,462540507931893760,https://twitter.com/INCIndia/status/462540507931893760
2014-05-03 10:21:04,INCIndia,,6,28,20,"#RahulGandhi addressing a public rally in Salon, Amethi todaypic.twitter.com/keA3DWQeWq",,,#RahulGandhi,462537317912027136,https://twitter.com/INCIndia/status/462537317912027136
2014-05-03 09:29:28,arunjaitley,,10,26,28,"The Campaign Diary – 3rd May, 2014: http://on.fb.me/SjO90q",,,,462524330962743296,https://twitter.com/arunjaitley/status/462524330962743296
2014-05-03 08:56:45,BJP4India,,9,37,57,"Shri @narendramodi is addressing rally in Rudrapur. Watch LIVE at http://yuva4india.tv | Audio 022-45014501.pic.twitter.com/892B4LX8tr",,@narendramodi,,462516098999414785,https://twitter.com/BJP4India/status/462516098999414785
2014-05-03 08:44:42,BJP4India,,18,115,100,"Shri @naqvimukhtar campaigned in Kargil recently. A glimpse of 'Ek Bharat, Shrestha Bharat'.pic.twitter.com/DjPv9jkvre",,@naqvimukhtar,,462513064189779968,https://twitter.com/BJP4India/status/462513064189779968
2014-05-03 08:15:25,arunjaitley,,20,62,65,"World Press Freedom daypic.twitter.com/zCRFerRBG9",,,,462505694021701632,https://twitter.com/arunjaitley/status/462505694021701632
2014-05-03 08:01:42,INCIndia,,5,26,27,"#RahulGandhi addressing a public meeting in Amethi todaypic.twitter.com/mjbTQWKH0f",,,#RahulGandhi,462502245095854080,https://twitter.com/INCIndia/status/462502245095854080
2014-05-03 07:58:59,INCIndia,,17,29,17,"BJP leaders and supporters using morphed pictures to spread communal propaganda on social media-Kapil Sibal",,,,462501560639971328,https://twitter.com/INCIndia/status/462501560639971328
2014-05-03 07:35:47,INCIndia,,8,13,21,"The Opposition will run away after polls, perhaps they have already gone: #RahulGandhi in Amethi",,,#RahulGandhi,462495720809832449,https://twitter.com/INCIndia/status/462495720809832449
2014-05-03 07:34:54,INCIndia,,9,31,16,"Only me, Priyanka ji and Sonia Gandhi would be there in Amethi, everybody else will come and go: #RahulGandhi in Amethi",,,#RahulGandhi,462495501351272448,https://twitter.com/INCIndia/status/462495501351272448
