date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2016-10-30 18:07:32,RajaBrar_INC,,6,184,249,"Congratulations to the champions, the Indian Hockey team.. Perfect Diwali Gift to the Nation!! #INDvPAK",,,#INDvPAK,792790052103270402,https://twitter.com/RajaBrar_INC/status/792790052103270402
2016-10-30 16:29:15,INCIndia,,7,242,404,"Congratulations Indian Hockey Team for a superb performance in the Asian Champions Trophy Final to defeat Pakistan. #INDvPAKpic.twitter.com/UIekOW9bFy",,,#INDvPAKpic,792765318221275137,https://twitter.com/INCIndia/status/792765318221275137
2016-10-30 15:56:37,narendramodi,,608,5692,16971,"Very proud of our hockey team. Congratulations on winning the Asian Champions Trophy. @TheHockeyIndia",,@TheHockeyIndia,,792757107590242305,https://twitter.com/narendramodi/status/792757107590242305
2016-10-30 15:52:26,INCIndia,INCIndia,12,146,168,"Smt Gandhi has wished great success to all players and has called this win as a wonderful tribute to our national game.",,,,792756053981081600,https://twitter.com/INCIndia/status/792756053981081600
2016-10-30 15:52:03,INCIndia,INCIndia,7,136,159,"Describing the final game as brilliant, she said each player was outstanding & their game and victory added to the joy of Diwali.",,,,792755956975177728,https://twitter.com/INCIndia/status/792755956975177728
2016-10-30 15:50:40,INCIndia,,15,316,430,"Congress President Smt Sonia Gandhi has congratulated the Indian Hockey team for winning the Asian Champions Trophy.",,,,792755610164928513,https://twitter.com/INCIndia/status/792755610164928513
2016-10-30 14:53:19,AmitShah,,100,1001,4476,"Congratulations Indian Hockey Team for defeating Pakistan and winning Asian Champions Trophy in Malaysia. Well played. @TheHockeyIndia",,@TheHockeyIndia,,792741175031574528,https://twitter.com/AmitShah/status/792741175031574528
2016-10-30 14:51:05,laluprasadrjd,,33,134,711,"A gift from Indian Hockey team to nation. Congratulations Team India for winning Asian Champions trophy #ACT2016",,,#ACT2016,792740612500054016,https://twitter.com/laluprasadrjd/status/792740612500054016
2016-10-30 14:45:30,arunjaitley,,96,153,1256,"Celebrating Diwali with familypic.twitter.com/eow24SqRdJ",,,,792739208662089728,https://twitter.com/arunjaitley/status/792739208662089728
2016-10-30 14:33:49,PMOIndia,,123,525,2172,"As promised by PM @narendramodi to the Jawans, all photos from PM's visit today are up on the site. Do have a look. http://www.pmindia.gov.in/en/image-2015/pm-celebrates-diwali-with-jawans-october-30-2016/ …",,@narendramodi,,792736266903166976,https://twitter.com/PMOIndia/status/792736266903166976
2016-10-30 14:18:45,arunjaitley,,62,878,4501,"Congratulations to Indian hockey team, management & fans on winning the second Asian Champions Trophy by beating Pakistan. Well done!",,,,792732477483724800,https://twitter.com/arunjaitley/status/792732477483724800
2016-10-30 14:05:01,MamataOfficial,,39,163,902,"Congratulations Team India hockey team for wining Asian Champions Trophy #ACT2016 in Malaysia. Great victory. We are all very proud of you",,,#ACT2016,792729021436071936,https://twitter.com/MamataOfficial/status/792729021436071936
2016-10-30 13:30:01,INCIndia,,11,192,294,"लक्ष्मी पूजा की शुभकामनाएंpic.twitter.com/RUCSLg0cO8",,,,792720213150162944,https://twitter.com/INCIndia/status/792720213150162944
2016-10-30 13:11:01,BJP4India,,16,239,683,"प्रधानमंत्री श्री नरेन्द्र मोदी की देशवासियों से 'मन की बात' के मुख्य अंश, 30 अक्टूबर 2016 - http://bit.ly/MKB30Oct16 #MannKiBaatpic.twitter.com/Q4kq3M2TCQ",,,#MannKiBaatpic,792715430699806720,https://twitter.com/BJP4India/status/792715430699806720
2016-10-30 13:06:31,narendramodi,ashrafghani,193,1430,5421,"Thank you very much for the kind wishes, President Ghani.https://twitter.com/ashrafghani/status/792697361248161792 …",,,,792714297650675712,https://twitter.com/narendramodi/status/792714297650675712
2016-10-30 12:44:50,narendramodi,,166,1297,5861,"Shared thoughts on urgent need to understand aspirations of the poor & work towards transformative solutions that empower our citizens.",,,,792708844401074176,https://twitter.com/narendramodi/status/792708844401074176
2016-10-30 12:44:07,narendramodi,,115,1571,6315,"Paid tributes to Sardar Vallabhbhai Patel & recalled his contribution in uniting India & strengthening the cooperative movement.",,,,792708660132777984,https://twitter.com/narendramodi/status/792708660132777984
2016-10-30 12:42:47,narendramodi,,175,1813,5918,"Expressed joy on the unimaginable & historic response to #Sandesh2Soldiers. It shows the special place our forces have in people’s hearts.",,,#Sandesh2Soldiers,792708325037248512,https://twitter.com/narendramodi/status/792708325037248512
2016-10-30 12:40:31,narendramodi,,110,1072,3666,"25th #MannKiBaat episode on a special day…extended greetings for the festive season & paid tributes to our Jawans.https://soundcloud.com/narendramodi/pm-modis-mann-ki-baat-october-2016 …",,,#MannKiBaat,792707755291373568,https://twitter.com/narendramodi/status/792707755291373568
2016-10-30 11:56:55,OmarAbdullah,SaraHayatShah,5,9,41,"May her soul rest in peace.https://twitter.com/sarahayatshah/status/792694286131138560 …",,,,792696785848283136,https://twitter.com/OmarAbdullah/status/792696785848283136
2016-10-30 10:29:49,PMOIndia,,139,909,4133,"Today PM @narendramodi also visited Chango village, interacted with citizens and took part in Diwali celebrations.pic.twitter.com/LwuRLF5tqh",,@narendramodi,,792674864536559616,https://twitter.com/PMOIndia/status/792674864536559616
2016-10-30 10:24:35,PMOIndia,,161,1144,4165,"The Prime Minister with the brave personnel who protect the nation, in Sumdo, Himachal Pradesh.pic.twitter.com/6qDrixxDiN",,,,792673546971467776,https://twitter.com/PMOIndia/status/792673546971467776
