date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2015-12-30 19:18:30,INCIndia,,23,309,279,"INC Congratulates all workers & winning candidates in the Legislative Council elections of Maharashtra & Karnataka.pic.twitter.com/xhy44o4LpD",,,,682279612336832512,https://twitter.com/INCIndia/status/682279612336832512
2015-12-30 17:49:46,BJP4India,,8,114,179,". @tamilnadubjp welcomes you to Volunteers' Meet in Chennai on 10 January 2016. Register at http://bjp.org/volunteer pic.twitter.com/CsODHEl6qg",,@tamilnadubjp,,682257283758166017,https://twitter.com/BJP4India/status/682257283758166017
2015-12-30 17:27:57,BJP4India,,11,170,214,"Watch how the hitherto unelectrified villages are being lit up under PM @narendramodi's Mission #PowerForAllhttps://amp.twimg.com/v/87b82f2f-7e49-40e2-aa85-5a0cc6346d4f …",,@narendramodi,#PowerForAllhttps,682251791845601280,https://twitter.com/BJP4India/status/682251791845601280
2015-12-30 16:58:18,RajaBrar_INC,,12,92,111,"#CyclingTimepic.twitter.com/7WP3IBgyma",,,#CyclingTimepic,682244331659333638,https://twitter.com/RajaBrar_INC/status/682244331659333638
2015-12-30 16:56:43,RajaBrar_INC,,7,203,178,"Salute to Gurpreet singh who has made this painting. Truly depicted today's Punjab's reality !!pic.twitter.com/DnvZZRW6Dw",,,,682243930679721985,https://twitter.com/RajaBrar_INC/status/682243930679721985
2015-12-30 15:30:20,INCIndia,,26,149,121,"Karnataka is the leading producer of pepper, accounting for almost 50% of production in 2014-15 crop year.pic.twitter.com/KJEA6R48Uj",,,,682222193527238656,https://twitter.com/INCIndia/status/682222193527238656
2015-12-30 14:35:04,INCIndia,,21,132,92,"BJP run Madhya Pradesh govt's PR dept has spent crores of taxpayers money on 'advertising' in dubious news portalspic.twitter.com/LhiyAP0JPA",,,,682208285420748801,https://twitter.com/INCIndia/status/682208285420748801
2015-12-30 14:27:14,narendramodi,,669,1786,4367,"2 key projects, Eastern Dedicated Freight Corridor & Delhi-Haryana-UP Eastern Peripheral Highway were also reviewed.http://nm-4.com/509b",,,,682206313934225408,https://twitter.com/narendramodi/status/682206313934225408
2015-12-30 14:25:19,narendramodi,,214,1397,3579,"Reviewed Kaladan Multi-Modal Transit Transport & Rih-Tedim road project in Myanmar, which is one of the cornerstones of our Act East policy.",,,,682205829404073984,https://twitter.com/narendramodi/status/682205829404073984
2015-12-30 14:24:54,narendramodi,,255,1610,4186,"Discussions were held on Hyderabad Metro Rail project. Emphasised on timely completion & quality for all infrastructure projects.",,,,682205726551359488,https://twitter.com/narendramodi/status/682205726551359488
2015-12-30 14:23:47,narendramodi,,457,1743,5062,"Today's PRAGATI meeting had a focus on infrastructure projects across India. We reviewed the Food Park Scheme & it's benefits to the people.",,,,682205442894774273,https://twitter.com/narendramodi/status/682205442894774273
2015-12-30 12:45:46,ncbn,,25,64,265,"In a lengthy meeting with vice-chairman of @NITIAayog @APanagariya, discussed on AP's share of funds from Centre.pic.twitter.com/5el1uclLMr",,@NITIAayog @APanagariya,,682180780320133120,https://twitter.com/ncbn/status/682180780320133120
2015-12-30 12:39:35,BJP4India,,14,165,158,"No industries other than bomb making are flourishing in West Bengal: Watch press conference by Shri @sidharthnsinghhttps://www.youtube.com/watch?v=BGrCkR74GRY …",,@sidharthnsinghhttps,,682179220466839552,https://twitter.com/BJP4India/status/682179220466839552
2015-12-30 12:30:13,INCIndia,,15,140,113,"In 2 months, under BJP rule, this is what has become of the martyrs memorial outside Jharkhand CM's residence!pic.twitter.com/OyV964XQ4f",,,,682176865667121152,https://twitter.com/INCIndia/status/682176865667121152
2015-12-30 12:05:30,INCIndia,INCIndia,7,109,102,"Snapshots from Smt. Sonia Gandhi's visit to Kerala to inaugurate annual pilgrimage of Sivagiri Mutt, Varkala (3/3)pic.twitter.com/EXayyiTLxb",,,,682170643534643200,https://twitter.com/INCIndia/status/682170643534643200
2015-12-30 12:04:18,INCIndia,INCIndia,2,111,94,"Snapshots from Smt. Sonia Gandhi's visit to Kerala to inaugurate annual pilgrimage of Sivagiri Mutt, Varkala (2/3)pic.twitter.com/7mVr3ZchLk",,,,682170342811422722,https://twitter.com/INCIndia/status/682170342811422722
2015-12-30 12:02:37,INCIndia,,10,132,134,"Snapshots from Smt. Sonia Gandhi's visit to Kerala to inaugurate annual pilgrimage of Sivagiri Mutt, Varkala (1/3)pic.twitter.com/lM3ktyeUFa",,,,682169920981876736,https://twitter.com/INCIndia/status/682169920981876736
2015-12-30 11:38:26,INCIndia,INCIndia,6,151,111,"For Rajiv ji, technology was more than institutes, computers etc. It was an instrument of social transformation & empowerment: Smt. Gandhi",,,,682163832920256513,https://twitter.com/INCIndia/status/682163832920256513
2015-12-30 11:37:25,INCIndia,INCIndia,6,120,91,"...forces that are attempting to rewrite our history and forces that deny India's glorious composite heritage: Smt. Sonia Gandhi",,,,682163577822642177,https://twitter.com/INCIndia/status/682163577822642177
